transactionId,userId,amount,timestamp,merchant,location,type,is_fraud
tx_2925,user_400,135.73,2025-02-02 07:22:36.716672,Uber,"Berlin, Germany",offline,1
tx_2926,user_427,1404.51,2025-02-02 07:22:36.716672,AliExpress,"Toronto, Canada",online,0
tx_2927,user_3,1909.13,2025-02-02 07:22:36.716672,Google Play,"London, UK",online,0
tx_2928,user_94,89.02,2025-02-02 07:22:36.716672,AliExpress,"Boston, USA",offline,1
tx_2929,user_369,616.39,2025-02-02 07:22:36.716672,Zara,"Manchester, UK",online,0
tx_2930,user_155,4071.81,2025-02-02 07:22:36.716672,Walmart,"Madrid, Spain",offline,0
tx_2931,user_132,1244.65,2025-02-02 07:22:36.716672,Microsoft Store,"Boston, USA",offline,1
tx_2932,user_265,4342.85,2025-02-02 07:22:36.716672,AliExpress,"Kyiv, Ukraine",online,0
tx_2933,user_13,2495.89,2025-02-02 07:22:36.716672,Burger King,"Chicago, USA",offline,1
tx_2934,user_255,3482.08,2025-02-02 07:22:36.716672,Uber,"New York, USA",offline,1
tx_2935,user_220,3633.91,2025-02-02 07:22:36.716672,Tesla,"Singapore, Singapore",online,0
tx_2936,user_385,3715.65,2025-02-02 07:22:36.716672,Netflix,"Dubai, UAE",online,0
tx_2937,user_135,769.86,2025-02-02 07:22:36.716672,Target,"Mexico City, Mexico",online,0
tx_2938,user_440,1021.37,2025-02-02 07:22:36.716672,eBay,"Toronto, Canada",online,0
tx_2939,user_225,2027.32,2025-02-02 07:22:36.716672,Uber,"Boston, USA",online,0
tx_2940,user_346,1372.77,2025-02-02 07:22:36.716672,AliExpress,"Vancouver, Canada",online,0
tx_2941,user_58,3730.52,2025-02-02 07:22:36.716672,Tesla,"Tokyo, Japan",online,0
tx_2942,user_2,3991.72,2025-02-02 07:22:36.716672,PlayStation Store,"New York, USA",online,0
tx_2943,user_52,2293.75,2025-02-02 07:22:36.716672,PlayStation Store,"Los Angeles, USA",offline,0
tx_2944,user_242,2963.56,2025-02-02 07:22:36.716672,Sephora,"Chicago, USA",online,0
tx_2945,user_210,1954.37,2025-02-02 07:22:36.716672,Sephora,"São Paulo, Brazil",online,0
tx_2946,user_319,4041.45,2025-02-02 07:22:36.716672,Hulu,"Sydney, Australia",online,0
tx_2947,user_283,1605.22,2025-02-02 07:22:36.716672,Nike,"Madrid, Spain",offline,1
tx_2948,user_129,2834.73,2025-02-02 07:22:36.717675,Starbucks,"Chicago, USA",online,0
tx_2949,user_270,1616.37,2025-02-02 07:22:36.717675,Sephora,"Boston, USA",online,0
tx_2950,user_138,1000.54,2025-02-02 07:22:36.717675,Hulu,"Miami, USA",online,0
tx_2951,user_226,1506.84,2025-02-02 07:22:36.717675,Target,"Paris, France",offline,1
tx_2952,user_457,2527.53,2025-02-02 07:22:36.717675,Adidas,"Houston, USA",offline,1
tx_2953,user_140,2691.74,2025-02-02 07:22:36.717675,Starbucks,"Dubai, UAE",offline,1
tx_2954,user_269,112.85,2025-02-02 07:22:36.717675,Nike,"Beijing, China",offline,0
tx_2955,user_446,306.5,2025-02-02 07:22:36.717675,AliExpress,"São Paulo, Brazil",offline,1
tx_2956,user_95,4902.17,2025-02-02 07:22:36.717675,Target,"Sydney, Australia",online,0
tx_2957,user_464,829.12,2025-02-02 07:22:36.717675,Burger King,"Mexico City, Mexico",offline,1
tx_2958,user_458,2925.01,2025-02-02 07:22:36.717675,Tesla,"Seattle, USA",offline,1
tx_2959,user_168,2798.82,2025-02-02 07:22:36.717675,Tesla,"Paris, France",online,0
tx_2960,user_317,4923.97,2025-02-02 07:22:36.717675,Lyft,"Osaka, Japan",online,0
tx_2961,user_309,2623.9,2025-02-02 07:22:36.717675,IKEA,"Melbourne, Australia",offline,1
tx_2962,user_475,698.43,2025-02-02 07:22:36.717675,Apple,"Toronto, Canada",online,0
tx_2963,user_459,1114.52,2025-02-02 07:22:36.717675,IKEA,"Berlin, Germany",online,0
tx_2964,user_318,1468.64,2025-02-02 07:22:36.717675,Nike,"São Paulo, Brazil",online,0
tx_2965,user_251,4780.54,2025-02-02 07:22:36.717675,Amazon,"Boston, USA",online,0
tx_2966,user_473,4917.88,2025-02-02 07:22:36.717675,McDonald's,"Beijing, China",offline,1
tx_2967,user_200,599.8,2025-02-02 07:22:36.717675,Hulu,"Los Angeles, USA",online,0
tx_2968,user_107,2260.63,2025-02-02 07:22:36.717675,IKEA,"Seattle, USA",offline,1
tx_2969,user_54,503.0,2025-02-02 07:22:36.717675,Sephora,"Berlin, Germany",online,0
tx_2970,user_10,2403.14,2025-02-02 07:22:36.717675,Tesla,"Shanghai, China",offline,1
tx_2971,user_321,1860.64,2025-02-02 07:22:36.717675,Amazon,"Rome, Italy",offline,1
tx_2972,user_274,3472.85,2025-02-02 07:22:36.717675,Zara,"São Paulo, Brazil",offline,0
tx_2973,user_95,10.46,2025-02-02 07:22:36.717675,Disney+,"Dubai, UAE",offline,1
tx_2974,user_141,4538.14,2025-02-02 07:22:36.717675,Sephora,"Seattle, USA",offline,1
tx_2975,user_442,4606.72,2025-02-02 07:22:36.717675,PlayStation Store,"Manchester, UK",offline,1
tx_2976,user_405,3134.08,2025-02-02 07:22:36.717675,BestBuy,"Kyiv, Ukraine",online,0
tx_2977,user_384,2927.71,2025-02-02 07:22:36.717675,PlayStation Store,"Berlin, Germany",offline,1
tx_2978,user_174,327.94,2025-02-02 07:22:36.717675,H&M,"Miami, USA",offline,1
tx_2979,user_438,1912.8,2025-02-02 07:22:36.717675,Starbucks,"Kyiv, Ukraine",online,0
tx_2980,user_258,3809.99,2025-02-02 07:22:36.717675,Walmart,"Manchester, UK",offline,1
tx_2981,user_273,2306.16,2025-02-02 07:22:36.717675,McDonald's,"Vancouver, Canada",offline,1
tx_2982,user_204,2759.67,2025-02-02 07:22:36.717675,Tesla,"Rome, Italy",online,0
tx_2983,user_206,2505.75,2025-02-02 07:22:36.717675,Uber,"Mexico City, Mexico",offline,1
tx_2984,user_207,2447.33,2025-02-02 07:22:36.717675,IKEA,"Manchester, UK",offline,1
tx_2985,user_453,4091.11,2025-02-02 07:22:36.717675,Lyft,"Sydney, Australia",online,0
tx_2986,user_160,1736.39,2025-02-02 07:22:36.717675,Google Play,"Madrid, Spain",offline,0
tx_2987,user_231,4077.59,2025-02-02 07:22:36.717675,BestBuy,"San Francisco, USA",online,0
tx_2988,user_176,1836.1,2025-02-02 07:22:36.717675,AliExpress,"Seattle, USA",offline,1
tx_2989,user_246,940.43,2025-02-02 07:22:36.717675,Adidas,"New York, USA",online,0
tx_2990,user_112,4042.07,2025-02-02 07:22:36.717675,Amazon,"Vancouver, Canada",offline,1
tx_2991,user_276,296.99,2025-02-02 07:22:36.717675,Starbucks,"Tokyo, Japan",offline,1
tx_2992,user_457,100.59,2025-02-02 07:22:36.717675,Nike,"Los Angeles, USA",offline,1
tx_2993,user_297,147.98,2025-02-02 07:22:36.717675,Sephora,"Rome, Italy",online,0
tx_2994,user_211,1737.32,2025-02-02 07:22:36.717675,Microsoft Store,"Kyiv, Ukraine",offline,1
tx_2995,user_35,1890.32,2025-02-02 07:22:36.717675,McDonald's,"Osaka, Japan",offline,1
tx_2996,user_427,507.5,2025-02-02 07:22:36.717675,Apple,"Mexico City, Mexico",online,0
tx_2997,user_163,937.95,2025-02-02 07:22:36.717675,Burger King,"Kyiv, Ukraine",online,0
tx_2998,user_72,3415.68,2025-02-02 07:22:36.717675,eBay,"Mexico City, Mexico",offline,0
tx_2999,user_56,193.58,2025-02-02 07:22:36.717675,Sephora,"Shanghai, China",online,0
tx_3000,user_274,1648.9,2025-02-02 07:22:36.717675,IKEA,"São Paulo, Brazil",online,0
tx_3001,user_346,67.04,2025-02-02 07:22:36.717675,Microsoft Store,"Osaka, Japan",offline,1
tx_3002,user_299,4049.63,2025-02-02 07:22:36.717675,Amazon,"Toronto, Canada",offline,1
tx_3003,user_455,1894.88,2025-02-02 07:22:36.717675,Burger King,"Houston, USA",online,0
tx_3004,user_288,4353.25,2025-02-02 07:22:36.717675,H&M,"Miami, USA",offline,1
tx_3005,user_436,1896.91,2025-02-02 07:22:36.717675,Netflix,"Manchester, UK",offline,1
tx_3006,user_422,2499.88,2025-02-02 07:22:36.717675,Zara,"Chicago, USA",online,0
tx_3007,user_315,4925.2,2025-02-02 07:22:36.717675,Adidas,"Berlin, Germany",online,0
tx_3008,user_342,14.36,2025-02-02 07:22:36.717675,Lyft,"Beijing, China",offline,1
tx_3009,user_423,268.08,2025-02-02 07:22:36.717675,Sephora,"Singapore, Singapore",offline,1
tx_3010,user_23,4550.2,2025-02-02 07:22:36.717675,BestBuy,"Seattle, USA",online,0
tx_3011,user_463,286.13,2025-02-02 07:22:36.717675,Amazon,"Dubai, UAE",online,0
tx_3012,user_422,4361.63,2025-02-02 07:22:36.717675,Tesla,"Rome, Italy",online,0
tx_3013,user_259,4827.37,2025-02-02 07:22:36.717675,Netflix,"Melbourne, Australia",offline,0
tx_3014,user_154,1008.78,2025-02-02 07:22:36.717675,Amazon,"Singapore, Singapore",offline,0
tx_3015,user_127,2422.21,2025-02-02 07:22:36.717675,Zara,"New York, USA",offline,1
tx_3016,user_302,2123.11,2025-02-02 07:22:36.717675,Adidas,"Boston, USA",online,0
tx_3017,user_59,4711.96,2025-02-02 07:22:36.717675,Walmart,"New York, USA",offline,1
tx_3018,user_374,1271.32,2025-02-02 07:22:36.717675,Google Play,"Mexico City, Mexico",offline,1
tx_3019,user_319,1119.7,2025-02-02 07:22:36.717675,Uber,"Chicago, USA",online,0
tx_3020,user_336,4935.33,2025-02-02 07:22:36.717675,IKEA,"San Francisco, USA",online,0
tx_3021,user_188,4841.41,2025-02-02 07:22:36.717675,Amazon,"São Paulo, Brazil",online,0
tx_3022,user_321,3971.41,2025-02-02 07:22:36.717675,McDonald's,"Singapore, Singapore",online,0
tx_3023,user_7,4383.94,2025-02-02 07:22:36.717675,Uber,"Dubai, UAE",online,0
tx_3024,user_304,4200.51,2025-02-02 07:22:36.718674,Tesla,"São Paulo, Brazil",online,0
tx_3025,user_284,911.74,2025-02-02 07:22:36.718674,Target,"Miami, USA",online,0
tx_3026,user_224,4771.41,2025-02-02 07:22:36.718674,PlayStation Store,"Paris, France",online,0
tx_3027,user_497,1989.08,2025-02-02 07:22:36.718674,Google Play,"London, UK",offline,0
tx_3028,user_450,2176.86,2025-02-02 07:22:36.718674,Tesla,"London, UK",offline,1
tx_3029,user_142,2572.51,2025-02-02 07:22:36.718674,Burger King,"Singapore, Singapore",online,0
tx_3030,user_22,1975.32,2025-02-02 07:22:36.718674,McDonald's,"Melbourne, Australia",online,0
tx_3031,user_35,4431.82,2025-02-02 07:22:36.718674,Starbucks,"Vancouver, Canada",online,0
tx_3032,user_290,4382.73,2025-02-02 07:22:36.718674,Lyft,"Tokyo, Japan",online,0
tx_3033,user_428,4895.77,2025-02-02 07:22:36.718674,Starbucks,"Miami, USA",online,0
tx_3034,user_469,499.63,2025-02-02 07:22:36.718674,Target,"Miami, USA",offline,1
tx_3035,user_198,878.48,2025-02-02 07:22:36.718674,Sephora,"Shanghai, China",online,0
tx_3036,user_140,1294.42,2025-02-02 07:22:36.718674,Amazon,"Miami, USA",offline,1
tx_3037,user_237,4045.28,2025-02-02 07:22:36.718674,Disney+,"Kyiv, Ukraine",offline,1
tx_3038,user_309,2718.65,2025-02-02 07:22:36.718674,H&M,"Seattle, USA",offline,1
tx_3039,user_261,1712.22,2025-02-02 07:22:36.718674,IKEA,"Kyiv, Ukraine",online,0
tx_3040,user_87,3171.86,2025-02-02 07:22:36.718674,Sephora,"Shanghai, China",online,0
tx_3041,user_415,713.68,2025-02-02 07:22:36.718674,Burger King,"São Paulo, Brazil",online,0
tx_3042,user_369,3997.75,2025-02-02 07:22:36.718674,Target,"Sydney, Australia",offline,1
tx_3043,user_263,1309.15,2025-02-02 07:22:36.718674,H&M,"Berlin, Germany",online,0
tx_3044,user_134,2130.22,2025-02-02 07:22:36.718674,Sephora,"London, UK",offline,1
tx_3045,user_135,2136.34,2025-02-02 07:22:36.718674,Hulu,"Mexico City, Mexico",offline,1
tx_3046,user_489,3747.39,2025-02-02 07:22:36.718674,Adidas,"Houston, USA",offline,1
tx_3047,user_167,1820.35,2025-02-02 07:22:36.718674,Microsoft Store,"Rome, Italy",offline,1
tx_3048,user_301,107.29,2025-02-02 07:22:36.718674,Uber,"Sydney, Australia",online,0
tx_3049,user_162,3120.2,2025-02-02 07:22:36.718674,IKEA,"London, UK",online,0
tx_3050,user_466,2710.96,2025-02-02 07:22:36.718674,Burger King,"Kyiv, Ukraine",online,0
tx_3051,user_195,1236.04,2025-02-02 07:22:36.718674,IKEA,"Houston, USA",online,0
tx_3052,user_49,3096.28,2025-02-02 07:22:36.718674,eBay,"New York, USA",online,0
tx_3053,user_63,901.41,2025-02-02 07:22:36.718674,McDonald's,"Melbourne, Australia",offline,1
tx_3054,user_303,2551.04,2025-02-02 07:22:36.718674,Disney+,"Dubai, UAE",offline,1
tx_3055,user_61,3534.61,2025-02-02 07:22:36.718674,Adidas,"New York, USA",offline,1
tx_3056,user_418,4544.83,2025-02-02 07:22:36.718674,Zara,"Dubai, UAE",online,0
tx_3057,user_196,4733.64,2025-02-02 07:22:36.718674,IKEA,"Los Angeles, USA",online,0
tx_3058,user_50,2152.5,2025-02-02 07:22:36.718674,Google Play,"Boston, USA",online,0
tx_3059,user_410,1577.53,2025-02-02 07:22:36.718674,Microsoft Store,"Toronto, Canada",offline,1
tx_3060,user_20,344.76,2025-02-02 07:22:36.718674,Microsoft Store,"Toronto, Canada",offline,1
tx_3061,user_300,904.9,2025-02-02 07:22:36.718674,Uber,"London, UK",online,0
tx_3062,user_287,3993.31,2025-02-02 07:22:36.718674,IKEA,"Tokyo, Japan",offline,1
tx_3063,user_101,1847.91,2025-02-02 07:22:36.718674,Amazon,"Beijing, China",online,0
tx_3064,user_252,345.92,2025-02-02 07:22:36.718674,Adidas,"Boston, USA",offline,0
tx_3065,user_424,973.63,2025-02-02 07:22:36.718674,McDonald's,"Kyiv, Ukraine",offline,0
tx_3066,user_255,2239.23,2025-02-02 07:22:36.718674,eBay,"Los Angeles, USA",offline,1
tx_3067,user_453,2945.2,2025-02-02 07:22:36.718674,Lyft,"Madrid, Spain",offline,1
tx_3068,user_234,3680.34,2025-02-02 07:22:36.718674,Amazon,"Chicago, USA",online,0
tx_3069,user_243,1121.31,2025-02-02 07:22:36.718674,McDonald's,"Tokyo, Japan",online,0
tx_3070,user_273,1919.87,2025-02-02 07:22:36.718674,eBay,"Dubai, UAE",offline,1
tx_3071,user_117,4810.39,2025-02-02 07:22:36.718674,Uber,"Toronto, Canada",online,0
tx_3072,user_456,851.84,2025-02-02 07:22:36.718674,Tesla,"Shanghai, China",offline,1
tx_3073,user_386,4161.96,2025-02-02 07:22:36.718674,Apple,"Shanghai, China",online,0
tx_3074,user_261,1129.99,2025-02-02 07:22:36.718674,Starbucks,"Houston, USA",online,0
tx_3075,user_229,4501.42,2025-02-02 07:22:36.718674,Amazon,"Rome, Italy",online,0
tx_3076,user_413,1532.83,2025-02-02 07:22:36.718674,Apple,"Sydney, Australia",offline,1
tx_3077,user_475,2843.13,2025-02-02 07:22:36.718674,Uber,"Vancouver, Canada",online,0
tx_3078,user_285,650.18,2025-02-02 07:22:36.718674,Tesla,"Rome, Italy",online,0
tx_3079,user_471,4333.46,2025-02-02 07:22:36.718674,BestBuy,"Seattle, USA",offline,1
tx_3080,user_429,1908.81,2025-02-02 07:22:36.718674,Hulu,"Singapore, Singapore",offline,1
tx_3081,user_258,1405.9,2025-02-02 07:22:36.718674,Zara,"Los Angeles, USA",online,0
tx_3082,user_372,1399.62,2025-02-02 07:22:36.718674,Netflix,"London, UK",offline,1
tx_3083,user_428,1597.65,2025-02-02 07:22:36.718674,Lyft,"Sydney, Australia",offline,1
tx_3084,user_317,3231.72,2025-02-02 07:22:36.718674,Target,"Rome, Italy",online,0
tx_3085,user_319,4940.49,2025-02-02 07:22:36.718674,Burger King,"Osaka, Japan",online,0
tx_3086,user_44,3604.04,2025-02-02 07:22:36.718674,Lyft,"Berlin, Germany",offline,1
tx_3087,user_378,2680.1,2025-02-02 07:22:36.718674,H&M,"New York, USA",offline,1
tx_3088,user_461,856.62,2025-02-02 07:22:36.718674,BestBuy,"Seattle, USA",online,0
tx_3089,user_110,1302.28,2025-02-02 07:22:36.718674,McDonald's,"Sydney, Australia",offline,0
tx_3090,user_428,1380.77,2025-02-02 07:22:36.718674,Tesla,"Manchester, UK",online,0
tx_3091,user_201,4671.52,2025-02-02 07:22:36.718674,Lyft,"London, UK",offline,1
tx_3092,user_385,4131.03,2025-02-02 07:22:36.718674,Microsoft Store,"Dubai, UAE",offline,1
tx_3093,user_21,2081.45,2025-02-02 07:22:36.718674,Lyft,"Mexico City, Mexico",online,0
tx_3094,user_72,4835.81,2025-02-02 07:22:36.718674,Netflix,"Mexico City, Mexico",online,0
tx_3095,user_9,791.61,2025-02-02 07:22:36.718674,AliExpress,"Kyiv, Ukraine",online,0
tx_3096,user_284,4882.69,2025-02-02 07:22:36.718674,Uber,"Paris, France",online,0
tx_3097,user_403,2953.94,2025-02-02 07:22:36.718674,Hulu,"Madrid, Spain",offline,1
tx_3098,user_447,4366.69,2025-02-02 07:22:36.718674,AliExpress,"Mexico City, Mexico",offline,1
tx_3099,user_68,788.28,2025-02-02 07:22:36.718674,Hulu,"Osaka, Japan",offline,1
tx_3100,user_460,2220.63,2025-02-02 07:22:36.719675,AliExpress,"Vancouver, Canada",online,0
tx_3101,user_120,4786.16,2025-02-02 07:22:36.719675,Uber,"Sydney, Australia",offline,1
tx_3102,user_186,3862.94,2025-02-02 07:22:36.719675,Lyft,"Osaka, Japan",offline,1
tx_3103,user_123,4526.85,2025-02-02 07:22:36.719675,eBay,"Manchester, UK",offline,1
tx_3104,user_336,2202.43,2025-02-02 07:22:36.719675,Walmart,"Toronto, Canada",offline,1
tx_3105,user_210,1445.88,2025-02-02 07:22:36.719675,eBay,"Sydney, Australia",online,0
tx_3106,user_313,1149.63,2025-02-02 07:22:36.719675,eBay,"Toronto, Canada",online,0
tx_3107,user_208,4477.43,2025-02-02 07:22:36.719675,Zara,"Dubai, UAE",online,0
tx_3108,user_174,3661.08,2025-02-02 07:22:36.719675,Starbucks,"Osaka, Japan",offline,1
tx_3109,user_81,4493.5,2025-02-02 07:22:36.719675,Disney+,"Rome, Italy",offline,1
tx_3110,user_380,85.31,2025-02-02 07:22:36.719675,Starbucks,"Miami, USA",online,0
tx_3111,user_66,106.54,2025-02-02 07:22:36.719675,Apple,"Shanghai, China",online,0
tx_3112,user_214,4328.22,2025-02-02 07:22:36.719675,PlayStation Store,"Seattle, USA",offline,0
tx_3113,user_127,1386.11,2025-02-02 07:22:36.719675,Sephora,"Shanghai, China",offline,1
tx_3114,user_135,3913.89,2025-02-02 07:22:36.719675,PlayStation Store,"Seattle, USA",online,0
tx_3115,user_74,3153.24,2025-02-02 07:22:36.719675,Tesla,"Berlin, Germany",online,0
tx_3116,user_467,712.4,2025-02-02 07:22:36.719675,Hulu,"Kyiv, Ukraine",online,0
tx_3117,user_13,1603.76,2025-02-02 07:22:36.719675,Netflix,"Seattle, USA",offline,0
tx_3118,user_47,246.21,2025-02-02 07:22:36.719675,Lyft,"Melbourne, Australia",online,0
tx_3119,user_148,3684.24,2025-02-02 07:22:36.719675,Nike,"Shanghai, China",online,0
tx_3120,user_59,1231.71,2025-02-02 07:22:36.719675,H&M,"Boston, USA",online,0
tx_3121,user_115,4647.93,2025-02-02 07:22:36.719675,Sephora,"Toronto, Canada",online,0
tx_3122,user_408,4311.07,2025-02-02 07:22:36.719675,PlayStation Store,"Seattle, USA",offline,1
tx_3123,user_391,3336.74,2025-02-02 07:22:36.719675,PlayStation Store,"Berlin, Germany",online,0
tx_3124,user_234,1493.99,2025-02-02 07:22:36.719675,BestBuy,"Houston, USA",online,0
tx_3125,user_437,4172.28,2025-02-02 07:22:36.719675,H&M,"Osaka, Japan",online,0
tx_3126,user_430,3375.26,2025-02-02 07:22:36.719675,Uber,"Melbourne, Australia",online,0
tx_3127,user_130,3193.42,2025-02-02 07:22:36.719675,BestBuy,"Los Angeles, USA",offline,1
tx_3128,user_253,2583.53,2025-02-02 07:22:36.719675,Netflix,"Manchester, UK",online,0
tx_3129,user_108,3294.81,2025-02-02 07:22:36.719675,Adidas,"Shanghai, China",offline,1
tx_3130,user_90,4152.82,2025-02-02 07:22:36.719675,IKEA,"San Francisco, USA",offline,1
tx_3131,user_7,1266.87,2025-02-02 07:22:36.719675,Microsoft Store,"Houston, USA",offline,1
tx_3132,user_324,550.2,2025-02-02 07:22:36.719675,BestBuy,"London, UK",offline,1
tx_3133,user_282,2001.39,2025-02-02 07:22:36.719675,Microsoft Store,"Boston, USA",online,0
tx_3134,user_252,3185.57,2025-02-02 07:22:36.719675,Uber,"Rome, Italy",online,0
tx_3135,user_355,898.91,2025-02-02 07:22:36.719675,Target,"Chicago, USA",offline,1
tx_3136,user_281,1045.72,2025-02-02 07:22:36.719675,Lyft,"Seattle, USA",offline,1
tx_3137,user_301,1238.64,2025-02-02 07:22:36.719675,Tesla,"Shanghai, China",offline,0
tx_3138,user_395,4998.87,2025-02-02 07:22:36.719675,Hulu,"Houston, USA",offline,1
tx_3139,user_209,1064.19,2025-02-02 07:22:36.719675,Microsoft Store,"Mexico City, Mexico",offline,1
tx_3140,user_389,4478.09,2025-02-02 07:22:36.719675,Amazon,"London, UK",offline,1
tx_3141,user_150,3797.39,2025-02-02 07:22:36.719675,AliExpress,"Kyiv, Ukraine",offline,1
tx_3142,user_175,3196.91,2025-02-02 07:22:36.719675,Hulu,"São Paulo, Brazil",offline,1
tx_3143,user_4,2697.6,2025-02-02 07:22:36.719675,Tesla,"Melbourne, Australia",online,0
tx_3144,user_389,997.81,2025-02-02 07:22:36.719675,Target,"Manchester, UK",offline,1
tx_3145,user_409,2536.39,2025-02-02 07:22:36.719675,Walmart,"Seattle, USA",offline,1
tx_3146,user_149,2159.86,2025-02-02 07:22:36.719675,Apple,"Kyiv, Ukraine",offline,1
tx_3147,user_124,1469.52,2025-02-02 07:22:36.719675,Hulu,"Miami, USA",offline,0
tx_3148,user_310,1342.39,2025-02-02 07:22:36.719675,Nike,"Osaka, Japan",online,0
tx_3149,user_134,467.64,2025-02-02 07:22:36.719675,McDonald's,"Osaka, Japan",online,0
tx_3150,user_6,3821.25,2025-02-02 07:22:36.719675,Netflix,"London, UK",offline,1
tx_3151,user_306,2367.55,2025-02-02 07:22:36.719675,Netflix,"Vancouver, Canada",online,0
tx_3152,user_390,1701.27,2025-02-02 07:22:36.719675,IKEA,"Melbourne, Australia",offline,1
tx_3153,user_202,3929.9,2025-02-02 07:22:36.719675,eBay,"Shanghai, China",offline,1
tx_3154,user_109,2430.31,2025-02-02 07:22:36.719675,Burger King,"Kyiv, Ukraine",offline,1
tx_3155,user_142,4263.43,2025-02-02 07:22:36.719675,Google Play,"Boston, USA",offline,1
tx_3156,user_334,1144.32,2025-02-02 07:22:36.719675,Google Play,"Berlin, Germany",online,0
tx_3157,user_398,2158.84,2025-02-02 07:22:36.719675,McDonald's,"Manchester, UK",offline,1
tx_3158,user_60,3749.41,2025-02-02 07:22:36.719675,Uber,"Melbourne, Australia",offline,0
tx_3159,user_406,4865.13,2025-02-02 07:22:36.719675,Hulu,"Sydney, Australia",offline,1
tx_3160,user_380,3489.45,2025-02-02 07:22:36.719675,AliExpress,"Melbourne, Australia",online,0
tx_3161,user_272,1669.94,2025-02-02 07:22:36.719675,Netflix,"New York, USA",offline,1
tx_3162,user_77,4370.38,2025-02-02 07:22:36.719675,McDonald's,"Beijing, China",online,0
tx_3163,user_41,1459.31,2025-02-02 07:22:36.719675,Hulu,"Berlin, Germany",online,0
tx_3164,user_166,719.44,2025-02-02 07:22:36.719675,Amazon,"Shanghai, China",online,0
tx_3165,user_415,3054.97,2025-02-02 07:22:36.719675,Google Play,"Chicago, USA",offline,1
tx_3166,user_127,4206.51,2025-02-02 07:22:36.719675,Burger King,"Madrid, Spain",online,0
tx_3167,user_273,2987.99,2025-02-02 07:22:36.719675,Hulu,"Tokyo, Japan",online,0
tx_3168,user_112,30.24,2025-02-02 07:22:36.719675,eBay,"San Francisco, USA",online,0
tx_3169,user_86,543.88,2025-02-02 07:22:36.719675,Microsoft Store,"New York, USA",offline,1
tx_3170,user_402,3770.1,2025-02-02 07:22:36.719675,Hulu,"São Paulo, Brazil",offline,1
tx_3171,user_73,3735.78,2025-02-02 07:22:36.719675,Disney+,"Miami, USA",offline,1
tx_3172,user_306,3525.31,2025-02-02 07:22:36.719675,Uber,"Shanghai, China",online,0
tx_3173,user_459,3451.23,2025-02-02 07:22:36.719675,Adidas,"Seattle, USA",offline,1
tx_3174,user_243,811.53,2025-02-02 07:22:36.719675,Netflix,"Osaka, Japan",offline,1
tx_3175,user_287,440.49,2025-02-02 07:22:36.720675,Apple,"Tokyo, Japan",offline,1
tx_3176,user_332,2132.16,2025-02-02 07:22:36.720675,Sephora,"Madrid, Spain",offline,1
tx_3177,user_489,4469.85,2025-02-02 07:22:36.720675,Google Play,"San Francisco, USA",offline,1
tx_3178,user_198,860.8,2025-02-02 07:22:36.720675,IKEA,"Miami, USA",online,0
tx_3179,user_219,4584.48,2025-02-02 07:22:36.720675,Burger King,"Dubai, UAE",online,0
tx_3180,user_138,1227.23,2025-02-02 07:22:36.720675,Disney+,"Osaka, Japan",online,0
tx_3181,user_207,1386.24,2025-02-02 07:22:36.720675,H&M,"Mexico City, Mexico",online,0
tx_3182,user_81,1339.78,2025-02-02 07:22:36.720675,Lyft,"Kyiv, Ukraine",offline,1
tx_3183,user_191,3442.83,2025-02-02 07:22:36.720675,Google Play,"London, UK",online,0
tx_3184,user_71,3457.99,2025-02-02 07:22:36.720675,Google Play,"New York, USA",offline,1
tx_3185,user_443,2615.35,2025-02-02 07:22:36.720675,Microsoft Store,"Boston, USA",offline,1
tx_3186,user_452,2834.85,2025-02-02 07:22:36.720675,Nike,"Toronto, Canada",online,0
tx_3187,user_184,2387.14,2025-02-02 07:22:36.720675,Netflix,"Paris, France",online,0
tx_3188,user_182,3840.45,2025-02-02 07:22:36.720675,H&M,"Mexico City, Mexico",online,0
tx_3189,user_462,305.95,2025-02-02 07:22:36.720675,Apple,"Osaka, Japan",online,0
tx_3190,user_242,933.18,2025-02-02 07:22:36.720675,Microsoft Store,"São Paulo, Brazil",online,0
tx_3191,user_386,1125.09,2025-02-02 07:22:36.720675,Walmart,"Toronto, Canada",offline,1
tx_3192,user_328,3798.68,2025-02-02 07:22:36.720675,Disney+,"Chicago, USA",online,0
tx_3193,user_353,3487.22,2025-02-02 07:22:36.720675,Sephora,"Seattle, USA",online,0
tx_3194,user_160,4775.11,2025-02-02 07:22:36.720675,Burger King,"Paris, France",offline,1
tx_3195,user_183,2160.67,2025-02-02 07:22:36.720675,Microsoft Store,"Tokyo, Japan",offline,1
tx_3196,user_372,1364.8,2025-02-02 07:22:36.720675,Target,"Osaka, Japan",offline,1
tx_3197,user_321,4837.29,2025-02-02 07:22:36.720675,Amazon,"Melbourne, Australia",offline,1
tx_3198,user_500,3060.59,2025-02-02 07:22:36.720675,Target,"Los Angeles, USA",online,0
tx_3199,user_187,2628.63,2025-02-02 07:22:36.720675,Amazon,"Kyiv, Ukraine",offline,0
tx_3200,user_395,35.35,2025-02-02 07:22:36.720675,Microsoft Store,"Berlin, Germany",offline,1
tx_3201,user_302,3424.67,2025-02-02 07:22:36.720675,Tesla,"Madrid, Spain",offline,1
tx_3202,user_72,3280.83,2025-02-02 07:22:36.720675,Tesla,"Houston, USA",online,0
